gene_stable_id	transcript_stable_id	protein_stable_id	xref_id
ENSMYVG00000001245	ENSMYVT00000001962	ENSMYVP00000001815	GO:0006511
ENSMYVG00000001245	ENSMYVT00000001962	ENSMYVP00000001815	GO:0007275
ENSMYVG00000001245	ENSMYVT00000001962	ENSMYVP00000001815	GO:0008270
ENSMYVG00000001245	ENSMYVT00000001972	ENSMYVP00000001825	GO:0005515
ENSMYVG00000001245	ENSMYVT00000001972	ENSMYVP00000001825	GO:0005737
ENSMYVG00000001245	ENSMYVT00000001972	ENSMYVP00000001825	GO:0006511
ENSMYVG00000001245	ENSMYVT00000001972	ENSMYVP00000001825	GO:0007275
ENSMYVG00000001245	ENSMYVT00000001972	ENSMYVP00000001825	GO:0008270
ENSMYVG00000001245	ENSMYVT00000001979	ENSMYVP00000001832	GO:0005515
ENSMYVG00000001245	ENSMYVT00000001979	ENSMYVP00000001832	GO:0005737
ENSMYVG00000001245	ENSMYVT00000001979	ENSMYVP00000001832	GO:0006511
ENSMYVG00000001245	ENSMYVT00000001979	ENSMYVP00000001832	GO:0007275
ENSMYVG00000001245	ENSMYVT00000001979	ENSMYVP00000001832	GO:0008270
ENSMYVG00000001246			HGNC:2719
ENSMYVG00000001246	ENSMYVT00000001964	ENSMYVP00000001817	GO:0006520
ENSMYVG00000001246	ENSMYVT00000001964	ENSMYVP00000001817	GO:0016830
ENSMYVG00000001246	ENSMYVT00000001964	ENSMYVP00000001817	GO:0016831
ENSMYVG00000001246	ENSMYVT00000001964	ENSMYVP00000001817	GO:0019752
ENSMYVG00000001246	ENSMYVT00000001964	ENSMYVP00000001817	GO:0030170
ENSMYVG00000001247	ENSMYVT00000001968	ENSMYVP00000001821	GO:0038166
ENSMYVG00000001248			HGNC:6970
ENSMYVG00000001248	ENSMYVT00000001967	ENSMYVP00000001820	GO:0003824
ENSMYVG00000001248	ENSMYVT00000001967	ENSMYVP00000001820	GO:0006108
ENSMYVG00000001248	ENSMYVT00000001967	ENSMYVP00000001820	GO:0016491
ENSMYVG00000001248	ENSMYVT00000001967	ENSMYVP00000001820	GO:0016615
ENSMYVG00000001248	ENSMYVT00000001967	ENSMYVP00000001820	GO:0016616
ENSMYVG00000001248	ENSMYVT00000001967	ENSMYVP00000001820	GO:0019752
ENSMYVG00000001248	ENSMYVT00000001967	ENSMYVP00000001820	GO:0030060
ENSMYVG00000001248	ENSMYVT00000001986	ENSMYVP00000001839	GO:0003824
ENSMYVG00000001248	ENSMYVT00000001986	ENSMYVP00000001839	GO:0006108
ENSMYVG00000001248	ENSMYVT00000001986	ENSMYVP00000001839	GO:0016491
ENSMYVG00000001248	ENSMYVT00000001986	ENSMYVP00000001839	GO:0016615
ENSMYVG00000001248	ENSMYVT00000001986	ENSMYVP00000001839	GO:0016616
ENSMYVG00000001248	ENSMYVT00000001986	ENSMYVP00000001839	GO:0019752
ENSMYVG00000001248	ENSMYVT00000001986	ENSMYVP00000001839	GO:0030060
ENSMYVG00000001250			HGNC:11150
ENSMYVG00000001250	ENSMYVT00000001980	ENSMYVP00000001833	GO:0003676
ENSMYVG00000001250	ENSMYVT00000001980	ENSMYVP00000001833	GO:0003723
ENSMYVG00000001250	ENSMYVT00000001989	ENSMYVP00000001842	GO:0003676
ENSMYVG00000001250	ENSMYVT00000001989	ENSMYVP00000001842	GO:0003723
ENSMYVG00000001250	ENSMYVT00000002000	ENSMYVP00000001852	GO:0003676
ENSMYVG00000001250	ENSMYVT00000002000	ENSMYVP00000001852	GO:0003723
ENSMYVG00000001250	ENSMYVT00000002000	ENSMYVP00000001852	GO:0030619
ENSMYVG00000001251	ENSMYVT00000001976	ENSMYVP00000001829	GO:0016614
ENSMYVG00000001251	ENSMYVT00000001976	ENSMYVP00000001829	GO:0050660
ENSMYVG00000001252			HGNC:12887
ENSMYVG00000001253	ENSMYVT00000001978	ENSMYVP00000001831	GO:0061929
ENSMYVG00000001253	ENSMYVT00000001995	ENSMYVP00000001847	GO:0061929
ENSMYVG00000001253	ENSMYVT00000002001	ENSMYVP00000001853	GO:0061929
ENSMYVG00000001254			HGNC:27396
ENSMYVG00000001254	ENSMYVT00000001981	ENSMYVP00000001834	GO:0005509
ENSMYVG00000001254	ENSMYVT00000001988	ENSMYVP00000001841	GO:0005509
ENSMYVG00000001254	ENSMYVT00000002002	ENSMYVP00000001854	GO:0004198
ENSMYVG00000001254	ENSMYVT00000002002	ENSMYVP00000001854	GO:0005509
ENSMYVG00000001254	ENSMYVT00000002002	ENSMYVP00000001854	GO:0006508
ENSMYVG00000001254	ENSMYVT00000002023	ENSMYVP00000001871	GO:0004198
ENSMYVG00000001254	ENSMYVT00000002023	ENSMYVP00000001871	GO:0005509
ENSMYVG00000001254	ENSMYVT00000002023	ENSMYVP00000001871	GO:0006508
ENSMYVG00000001255	ENSMYVT00000001984	ENSMYVP00000001837	GO:0022857
ENSMYVG00000001255	ENSMYVT00000001984	ENSMYVP00000001837	GO:0055085
ENSMYVG00000001255	ENSMYVT00000001993	ENSMYVP00000001845	GO:0022857
ENSMYVG00000001255	ENSMYVT00000001993	ENSMYVP00000001845	GO:0055085
ENSMYVG00000001255	ENSMYVT00000002009	ENSMYVP00000001860	GO:0022857
ENSMYVG00000001255	ENSMYVT00000002009	ENSMYVP00000001860	GO:0055085
ENSMYVG00000001256			HGNC:8855
ENSMYVG00000001256	ENSMYVT00000001983	ENSMYVP00000001836	GO:0005515
ENSMYVG00000001256	ENSMYVT00000001983	ENSMYVP00000001836	GO:0005777
ENSMYVG00000001256	ENSMYVT00000001983	ENSMYVP00000001836	GO:0016020
ENSMYVG00000001256	ENSMYVT00000001983	ENSMYVP00000001836	GO:0016560
ENSMYVG00000001256	ENSMYVT00000001991	ENSMYVP00000001844	GO:0005515
ENSMYVG00000001256	ENSMYVT00000001991	ENSMYVP00000001844	GO:0005777
ENSMYVG00000001256	ENSMYVT00000001991	ENSMYVP00000001844	GO:0016020
ENSMYVG00000001256	ENSMYVT00000001991	ENSMYVP00000001844	GO:0016560
ENSMYVG00000001258			HGNC:10737
ENSMYVG00000001258	ENSMYVT00000001987	ENSMYVP00000001840	GO:0016020
ENSMYVG00000001258	ENSMYVT00000001996	ENSMYVP00000001848	GO:0016020
ENSMYVG00000001258	ENSMYVT00000002018	ENSMYVP00000001867	GO:0006886
ENSMYVG00000001258	ENSMYVT00000002018	ENSMYVP00000001867	GO:0031267
ENSMYVG00000001258	ENSMYVT00000002035	ENSMYVP00000001882	GO:0006886
ENSMYVG00000001258	ENSMYVT00000002035	ENSMYVP00000001882	GO:0031267
ENSMYVG00000001259	ENSMYVT00000001990	ENSMYVP00000001843	GO:0005509
ENSMYVG00000001259	ENSMYVT00000002005	ENSMYVP00000001857	GO:0005509
ENSMYVG00000001261			HGNC:8927
ENSMYVG00000001261	ENSMYVT00000001999	ENSMYVP00000001851	GO:0005516
ENSMYVG00000001261	ENSMYVT00000001999	ENSMYVP00000001851	GO:0005975
ENSMYVG00000001261	ENSMYVT00000001999	ENSMYVP00000001851	GO:0005977
ENSMYVG00000001261	ENSMYVT00000002022	ENSMYVP00000001870	GO:0005516
ENSMYVG00000001261	ENSMYVT00000002022	ENSMYVP00000001870	GO:0005975
ENSMYVG00000001261	ENSMYVT00000002022	ENSMYVP00000001870	GO:0005977
ENSMYVG00000001261	ENSMYVT00000002039	ENSMYVP00000001885	GO:0005516
ENSMYVG00000001261	ENSMYVT00000002039	ENSMYVP00000001885	GO:0005975
ENSMYVG00000001261	ENSMYVT00000002039	ENSMYVP00000001885	GO:0005977
ENSMYVG00000001262	ENSMYVT00000001998	ENSMYVP00000001850	GO:0004252
ENSMYVG00000001262	ENSMYVT00000001998	ENSMYVP00000001850	GO:0006508
ENSMYVG00000001264	ENSMYVT00000002003	ENSMYVP00000001855	GO:0003779
ENSMYVG00000001264	ENSMYVT00000002003	ENSMYVP00000001855	GO:0007010
ENSMYVG00000001264	ENSMYVT00000002003	ENSMYVP00000001855	GO:0051015
ENSMYVG00000001267			HGNC:1364
ENSMYVG00000001270			HGNC:4417
ENSMYVG00000001270	ENSMYVT00000002013	ENSMYVP00000001863	GO:0004342
ENSMYVG00000001270	ENSMYVT00000002013	ENSMYVP00000001863	GO:0005975
ENSMYVG00000001270	ENSMYVT00000002013	ENSMYVP00000001863	GO:0006044
ENSMYVG00000001270	ENSMYVT00000002029	ENSMYVP00000001878	GO:0004342
ENSMYVG00000001270	ENSMYVT00000002029	ENSMYVP00000001878	GO:0005975
ENSMYVG00000001270	ENSMYVT00000002029	ENSMYVP00000001878	GO:0006044
ENSMYVG00000001271			HGNC:11048
ENSMYVG00000001271	ENSMYVT00000002016	ENSMYVP00000001865	GO:0016020
ENSMYVG00000001271	ENSMYVT00000002028	ENSMYVP00000001875	GO:0016020
ENSMYVG00000001271	ENSMYVT00000002040	ENSMYVP00000001886	GO:0016020
ENSMYVG00000001272	ENSMYVT00000002014	ENSMYVP00000001864	GO:0022857
ENSMYVG00000001272	ENSMYVT00000002014	ENSMYVP00000001864	GO:0055085
ENSMYVG00000001272	ENSMYVT00000002027	ENSMYVP00000001874	GO:0022857
ENSMYVG00000001272	ENSMYVT00000002027	ENSMYVP00000001874	GO:0055085
ENSMYVG00000001273	ENSMYVT00000002017	ENSMYVP00000001866	GO:0005515
ENSMYVG00000001274			HGNC:21535
ENSMYVG00000001274	ENSMYVT00000002019	ENSMYVP00000001868	GO:0005525
ENSMYVG00000001276			HGNC:19873
ENSMYVG00000001276	ENSMYVT00000002026	ENSMYVP00000001873	GO:0004553
ENSMYVG00000001276	ENSMYVT00000002026	ENSMYVP00000001873	GO:0005975
ENSMYVG00000001279	ENSMYVT00000002032	ENSMYVP00000001879	GO:0005515
ENSMYVG00000001280	ENSMYVT00000002025	ENSMYVP00000001872	GO:0003676
ENSMYVG00000001280	ENSMYVT00000002025	ENSMYVP00000001872	GO:0004523
ENSMYVG00000001281			HGNC:17027
ENSMYVG00000001281	ENSMYVT00000002031	ENSMYVP00000001877	GO:0016020
ENSMYVG00000001281	ENSMYVT00000002031	ENSMYVP00000001877	GO:0022857
ENSMYVG00000001281	ENSMYVT00000002031	ENSMYVP00000001877	GO:0055085
ENSMYVG00000001281	ENSMYVT00000002041	ENSMYVP00000001887	GO:0016020
ENSMYVG00000001281	ENSMYVT00000002041	ENSMYVP00000001887	GO:0022857
ENSMYVG00000001281	ENSMYVT00000002041	ENSMYVP00000001887	GO:0055085
ENSMYVG00000001283			HGNC:8596
ENSMYVG00000001283	ENSMYVT00000002037	ENSMYVP00000001883	GO:0005515
ENSMYVG00000001283	ENSMYVT00000002037	ENSMYVP00000001883	GO:0005634
ENSMYVG00000001283	ENSMYVT00000002037	ENSMYVP00000001883	GO:0006355
ENSMYVG00000001283	ENSMYVT00000002037	ENSMYVP00000001883	GO:0008270
ENSMYVG00000001283	ENSMYVT00000002037	ENSMYVP00000001883	GO:0031507
ENSMYVG00000001284	ENSMYVT00000002034	ENSMYVP00000001881	GO:0005509
ENSMYVG00000001284	ENSMYVT00000002042	ENSMYVP00000001888	GO:0005509
ENSMYVG00000001285	ENSMYVT00000002036	ENSMYVP00000001884	GO:0016614
ENSMYVG00000001285	ENSMYVT00000002036	ENSMYVP00000001884	GO:0050660
ENSMYVG00000001288			HGNC:6692
ENSMYVG00000001288	ENSMYVT00000002047	ENSMYVP00000001893	GO:0005509
ENSMYVG00000001288	ENSMYVT00000002047	ENSMYVP00000001893	GO:0005515
ENSMYVG00000001288	ENSMYVT00000002063	ENSMYVP00000001908	GO:0005509
ENSMYVG00000001288	ENSMYVT00000002063	ENSMYVP00000001908	GO:0005515
ENSMYVG00000001289			HGNC:11446
ENSMYVG00000001289	ENSMYVT00000002044	ENSMYVP00000001890	GO:0005515
ENSMYVG00000001291			HGNC:19129
ENSMYVG00000001291	ENSMYVT00000002046	ENSMYVP00000001892	GO:0003978
ENSMYVG00000001291	ENSMYVT00000002046	ENSMYVP00000001892	GO:0006012
ENSMYVG00000001291	ENSMYVT00000002054	ENSMYVP00000001900	GO:0003978
ENSMYVG00000001291	ENSMYVT00000002054	ENSMYVP00000001900	GO:0006012
ENSMYVG00000001292	ENSMYVT00000002048	ENSMYVP00000001894	GO:0005515
ENSMYVG00000001292	ENSMYVT00000002059	ENSMYVP00000001904	GO:0005515
ENSMYVG00000001294	ENSMYVT00000002049	ENSMYVP00000001895	GO:0016020
ENSMYVG00000001295	ENSMYVT00000002051	ENSMYVP00000001897	GO:0003924
ENSMYVG00000001295	ENSMYVT00000002051	ENSMYVP00000001897	GO:0005525
ENSMYVG00000001295	ENSMYVT00000002051	ENSMYVP00000001897	GO:0007165
ENSMYVG00000001295	ENSMYVT00000002051	ENSMYVP00000001897	GO:0016020
ENSMYVG00000001295	ENSMYVT00000002057	ENSMYVP00000001902	GO:0003924
ENSMYVG00000001295	ENSMYVT00000002057	ENSMYVP00000001902	GO:0005525
ENSMYVG00000001295	ENSMYVT00000002057	ENSMYVP00000001902	GO:0007165
ENSMYVG00000001295	ENSMYVT00000002057	ENSMYVP00000001902	GO:0016020
ENSMYVG00000001296			HGNC:11284
ENSMYVG00000001296	ENSMYVT00000002053	ENSMYVP00000001899	GO:0004671
ENSMYVG00000001296	ENSMYVT00000002053	ENSMYVP00000001899	GO:0005783
ENSMYVG00000001296	ENSMYVT00000002053	ENSMYVP00000001899	GO:0006481
ENSMYVG00000001296	ENSMYVT00000002053	ENSMYVP00000001899	GO:0016020
ENSMYVG00000001296	ENSMYVT00000002067	ENSMYVP00000001911	GO:0004671
ENSMYVG00000001296	ENSMYVT00000002067	ENSMYVP00000001911	GO:0005783
ENSMYVG00000001296	ENSMYVT00000002067	ENSMYVP00000001911	GO:0006481
ENSMYVG00000001296	ENSMYVT00000002067	ENSMYVP00000001911	GO:0016020
ENSMYVG00000001297	ENSMYVT00000002052	ENSMYVP00000001898	GO:0000276
ENSMYVG00000001297	ENSMYVT00000002052	ENSMYVP00000001898	GO:0015078
ENSMYVG00000001297	ENSMYVT00000002052	ENSMYVP00000001898	GO:0015986
ENSMYVG00000001299			HGNC:8768
ENSMYVG00000001299	ENSMYVT00000002056	ENSMYVP00000001901	GO:0006777
ENSMYVG00000001299	ENSMYVT00000002056	ENSMYVP00000001901	GO:0032324
ENSMYVG00000001300	ENSMYVT00000002064	ENSMYVP00000001909	GO:0000165
ENSMYVG00000001300	ENSMYVT00000002064	ENSMYVP00000001909	GO:0004672
ENSMYVG00000001300	ENSMYVT00000002064	ENSMYVP00000001909	GO:0005524
ENSMYVG00000001300	ENSMYVT00000002064	ENSMYVP00000001909	GO:0006468
ENSMYVG00000001300	ENSMYVT00000002085	ENSMYVP00000001929	GO:0000165
ENSMYVG00000001300	ENSMYVT00000002085	ENSMYVP00000001929	GO:0004672
ENSMYVG00000001300	ENSMYVT00000002085	ENSMYVP00000001929	GO:0005524
ENSMYVG00000001300	ENSMYVT00000002085	ENSMYVP00000001929	GO:0006468
ENSMYVG00000001301	ENSMYVT00000002058	ENSMYVP00000001903	GO:0016020
ENSMYVG00000001301	ENSMYVT00000002058	ENSMYVP00000001903	GO:0050909
ENSMYVG00000001302	ENSMYVT00000002060	ENSMYVP00000001905	GO:0004930
ENSMYVG00000001302	ENSMYVT00000002060	ENSMYVP00000001905	GO:0004994
ENSMYVG00000001302	ENSMYVT00000002060	ENSMYVP00000001905	GO:0007186
ENSMYVG00000001302	ENSMYVT00000002060	ENSMYVP00000001905	GO:0016020
ENSMYVG00000001304			HGNC:10379
ENSMYVG00000001304	ENSMYVT00000002078	ENSMYVP00000001922	GO:0008757
ENSMYVG00000001306	ENSMYVT00000002065	ENSMYVP00000001910	GO:0005740
ENSMYVG00000001306	ENSMYVT00000002065	ENSMYVP00000001910	GO:0005751
ENSMYVG00000001306	ENSMYVT00000002065	ENSMYVP00000001910	GO:0006123
ENSMYVG00000001307			HGNC:18969
ENSMYVG00000001307	ENSMYVT00000002069	ENSMYVP00000001913	GO:0005515
ENSMYVG00000001307	ENSMYVT00000002083	ENSMYVP00000001927	GO:0005515
ENSMYVG00000001308	ENSMYVT00000002068	ENSMYVP00000001912	GO:0000398
ENSMYVG00000001308	ENSMYVT00000002068	ENSMYVP00000001912	GO:0003676
ENSMYVG00000001308	ENSMYVT00000002068	ENSMYVP00000001912	GO:0005515
ENSMYVG00000001308	ENSMYVT00000002068	ENSMYVP00000001912	GO:0005634
ENSMYVG00000001308	ENSMYVT00000002068	ENSMYVP00000001912	GO:0008270
ENSMYVG00000001308	ENSMYVT00000002073	ENSMYVP00000001917	GO:0000398
ENSMYVG00000001308	ENSMYVT00000002073	ENSMYVP00000001917	GO:0005515
ENSMYVG00000001309			HGNC:6397
ENSMYVG00000001309	ENSMYVT00000002071	ENSMYVP00000001915	GO:0005515
ENSMYVG00000001309	ENSMYVT00000002082	ENSMYVP00000001926	GO:0005515
ENSMYVG00000001310	ENSMYVT00000002076	ENSMYVP00000001920	GO:0016491
ENSMYVG00000001310	ENSMYVT00000002093	ENSMYVP00000001937	GO:0016491
ENSMYVG00000001311	ENSMYVT00000002074	ENSMYVP00000001918	GO:0003677
ENSMYVG00000001311	ENSMYVT00000002074	ENSMYVP00000001918	GO:0006260
ENSMYVG00000001313	ENSMYVT00000002077	ENSMYVP00000001921	GO:0004842
ENSMYVG00000001313	ENSMYVT00000002077	ENSMYVP00000001921	GO:0005515
ENSMYVG00000001313	ENSMYVT00000002077	ENSMYVP00000001921	GO:0005739
ENSMYVG00000001313	ENSMYVT00000002077	ENSMYVP00000001921	GO:0005829
ENSMYVG00000001313	ENSMYVT00000002077	ENSMYVP00000001921	GO:0008270
ENSMYVG00000001313	ENSMYVT00000002077	ENSMYVP00000001921	GO:0016567
ENSMYVG00000001313	ENSMYVT00000002091	ENSMYVP00000001935	GO:0004842
ENSMYVG00000001313	ENSMYVT00000002091	ENSMYVP00000001935	GO:0005515
ENSMYVG00000001313	ENSMYVT00000002091	ENSMYVP00000001935	GO:0005739
ENSMYVG00000001313	ENSMYVT00000002091	ENSMYVP00000001935	GO:0005829
ENSMYVG00000001313	ENSMYVT00000002091	ENSMYVP00000001935	GO:0008270
ENSMYVG00000001313	ENSMYVT00000002091	ENSMYVP00000001935	GO:0016567
ENSMYVG00000001314	ENSMYVT00000002079	ENSMYVP00000001923	GO:0005634
ENSMYVG00000001314	ENSMYVT00000002079	ENSMYVP00000001923	GO:0008270
ENSMYVG00000001314	ENSMYVT00000002090	ENSMYVP00000001934	GO:0005634
ENSMYVG00000001314	ENSMYVT00000002090	ENSMYVP00000001934	GO:0008270
ENSMYVG00000001316			HGNC:2645
ENSMYVG00000001317			HGNC:9349
ENSMYVG00000001318	ENSMYVT00000002087	ENSMYVP00000001931	GO:0005524
ENSMYVG00000001318	ENSMYVT00000002087	ENSMYVP00000001931	GO:0016020
ENSMYVG00000001318	ENSMYVT00000002087	ENSMYVP00000001931	GO:0016887
ENSMYVG00000001318	ENSMYVT00000002087	ENSMYVP00000001931	GO:0043190
ENSMYVG00000001318	ENSMYVT00000002087	ENSMYVP00000001931	GO:0055085
ENSMYVG00000001318	ENSMYVT00000002087	ENSMYVP00000001931	GO:0140359
ENSMYVG00000001318	ENSMYVT00000002097	ENSMYVP00000001941	GO:0005524
ENSMYVG00000001318	ENSMYVT00000002097	ENSMYVP00000001941	GO:0016020
ENSMYVG00000001318	ENSMYVT00000002097	ENSMYVP00000001941	GO:0016887
ENSMYVG00000001318	ENSMYVT00000002097	ENSMYVP00000001941	GO:0043190
ENSMYVG00000001318	ENSMYVT00000002097	ENSMYVP00000001941	GO:0055085
ENSMYVG00000001318	ENSMYVT00000002097	ENSMYVP00000001941	GO:0140359
ENSMYVG00000001318	ENSMYVT00000002113	ENSMYVP00000001957	GO:0005524
ENSMYVG00000001318	ENSMYVT00000002113	ENSMYVP00000001957	GO:0016020
ENSMYVG00000001318	ENSMYVT00000002113	ENSMYVP00000001957	GO:0016887
ENSMYVG00000001318	ENSMYVT00000002113	ENSMYVP00000001957	GO:0043190
ENSMYVG00000001318	ENSMYVT00000002113	ENSMYVP00000001957	GO:0055085
ENSMYVG00000001318	ENSMYVT00000002113	ENSMYVP00000001957	GO:0140359
ENSMYVG00000001318	ENSMYVT00000002121	ENSMYVP00000001964	GO:0005524
ENSMYVG00000001318	ENSMYVT00000002121	ENSMYVP00000001964	GO:0016020
ENSMYVG00000001318	ENSMYVT00000002121	ENSMYVP00000001964	GO:0016887
ENSMYVG00000001318	ENSMYVT00000002121	ENSMYVP00000001964	GO:0043190
ENSMYVG00000001318	ENSMYVT00000002121	ENSMYVP00000001964	GO:0055085
ENSMYVG00000001318	ENSMYVT00000002121	ENSMYVP00000001964	GO:0140359
ENSMYVG00000001318	ENSMYVT00000002130	ENSMYVP00000001973	GO:0005524
ENSMYVG00000001318	ENSMYVT00000002130	ENSMYVP00000001973	GO:0016020
ENSMYVG00000001318	ENSMYVT00000002130	ENSMYVP00000001973	GO:0016887
ENSMYVG00000001318	ENSMYVT00000002130	ENSMYVP00000001973	GO:0043190
ENSMYVG00000001318	ENSMYVT00000002130	ENSMYVP00000001973	GO:0055085
ENSMYVG00000001318	ENSMYVT00000002130	ENSMYVP00000001973	GO:0140359
ENSMYVG00000001318	ENSMYVT00000002142	ENSMYVP00000001984	GO:0005524
ENSMYVG00000001318	ENSMYVT00000002142	ENSMYVP00000001984	GO:0016020
ENSMYVG00000001318	ENSMYVT00000002142	ENSMYVP00000001984	GO:0016887
ENSMYVG00000001318	ENSMYVT00000002142	ENSMYVP00000001984	GO:0043190
ENSMYVG00000001318	ENSMYVT00000002142	ENSMYVP00000001984	GO:0055085
ENSMYVG00000001318	ENSMYVT00000002142	ENSMYVP00000001984	GO:0140359
ENSMYVG00000001319	ENSMYVT00000002086	ENSMYVP00000001930	GO:0016020
ENSMYVG00000001319	ENSMYVT00000002101	ENSMYVP00000001945	GO:0016020
ENSMYVG00000001320			HGNC:24008
ENSMYVG00000001321	ENSMYVT00000002089	ENSMYVP00000001933	GO:0003677
ENSMYVG00000001321	ENSMYVT00000002089	ENSMYVP00000001933	GO:0006260
ENSMYVG00000001321	ENSMYVT00000002089	ENSMYVP00000001933	GO:0006261
ENSMYVG00000001321	ENSMYVT00000002089	ENSMYVP00000001933	GO:0008622
ENSMYVG00000001321	ENSMYVT00000002096	ENSMYVP00000001940	GO:0003677
ENSMYVG00000001321	ENSMYVT00000002096	ENSMYVP00000001940	GO:0006260
ENSMYVG00000001321	ENSMYVT00000002096	ENSMYVP00000001940	GO:0006261
ENSMYVG00000001321	ENSMYVT00000002096	ENSMYVP00000001940	GO:0008622
ENSMYVG00000001322			HGNC:1756
ENSMYVG00000001322	ENSMYVT00000002092	ENSMYVP00000001936	GO:0005509
ENSMYVG00000001322	ENSMYVT00000002092	ENSMYVP00000001936	GO:0005886
ENSMYVG00000001322	ENSMYVT00000002092	ENSMYVP00000001936	GO:0007155
ENSMYVG00000001322	ENSMYVT00000002092	ENSMYVP00000001936	GO:0007156
ENSMYVG00000001322	ENSMYVT00000002092	ENSMYVP00000001936	GO:0016020
ENSMYVG00000001322	ENSMYVT00000002100	ENSMYVP00000001944	GO:0005509
ENSMYVG00000001322	ENSMYVT00000002100	ENSMYVP00000001944	GO:0005886
ENSMYVG00000001322	ENSMYVT00000002100	ENSMYVP00000001944	GO:0007155
ENSMYVG00000001322	ENSMYVT00000002100	ENSMYVP00000001944	GO:0007156
ENSMYVG00000001322	ENSMYVT00000002100	ENSMYVP00000001944	GO:0016020
ENSMYVG00000001322	ENSMYVT00000002112	ENSMYVP00000001956	GO:0005509
ENSMYVG00000001322	ENSMYVT00000002112	ENSMYVP00000001956	GO:0005886
ENSMYVG00000001322	ENSMYVT00000002112	ENSMYVP00000001956	GO:0007155
ENSMYVG00000001322	ENSMYVT00000002112	ENSMYVP00000001956	GO:0007156
ENSMYVG00000001322	ENSMYVT00000002112	ENSMYVP00000001956	GO:0016020
ENSMYVG00000001323			HGNC:19718
ENSMYVG00000001323	ENSMYVT00000002094	ENSMYVP00000001938	GO:0044528
ENSMYVG00000001324			HGNC:23704
ENSMYVG00000001324	ENSMYVT00000002095	ENSMYVP00000001939	GO:0005515
ENSMYVG00000001325			ZDB-GENE-040625-51
ENSMYVG00000001325	ENSMYVT00000002098	ENSMYVP00000001942	GO:0003735
ENSMYVG00000001325	ENSMYVT00000002098	ENSMYVP00000001942	GO:0005840
ENSMYVG00000001325	ENSMYVT00000002098	ENSMYVP00000001942	GO:0006412
ENSMYVG00000001325	ENSMYVT00000002098	ENSMYVP00000001942	UPI00000768F7
ENSMYVG00000001326	ENSMYVT00000002099	ENSMYVP00000001943	GO:0006865
ENSMYVG00000001326	ENSMYVT00000002106	ENSMYVP00000001950	GO:0005975
ENSMYVG00000001326	ENSMYVT00000002106	ENSMYVP00000001950	GO:0006865
ENSMYVG00000001326	ENSMYVT00000002122	ENSMYVP00000001965	GO:0005975
ENSMYVG00000001326	ENSMYVT00000002122	ENSMYVP00000001965	GO:0006865
ENSMYVG00000001327	ENSMYVT00000002103	ENSMYVP00000001947	GO:0003700
ENSMYVG00000001327	ENSMYVT00000002103	ENSMYVP00000001947	GO:0006355
ENSMYVG00000001327	ENSMYVT00000002103	ENSMYVP00000001947	GO:0006357
ENSMYVG00000001327	ENSMYVT00000002103	ENSMYVP00000001947	GO:0008270
ENSMYVG00000001327	ENSMYVT00000002103	ENSMYVP00000001947	GO:0043565
ENSMYVG00000001327	ENSMYVT00000002118	ENSMYVP00000001961	GO:0003700
ENSMYVG00000001327	ENSMYVT00000002118	ENSMYVP00000001961	GO:0006355
ENSMYVG00000001327	ENSMYVT00000002118	ENSMYVP00000001961	GO:0006357
ENSMYVG00000001327	ENSMYVT00000002118	ENSMYVP00000001961	GO:0008270
ENSMYVG00000001327	ENSMYVT00000002118	ENSMYVP00000001961	GO:0043565
ENSMYVG00000001328			HGNC:30349
ENSMYVG00000001328	ENSMYVT00000002102	ENSMYVP00000001946	GO:0005576
ENSMYVG00000001328	ENSMYVT00000002102	ENSMYVP00000001946	GO:0008061
ENSMYVG00000001330	ENSMYVT00000002107	ENSMYVP00000001951	GO:0006508
ENSMYVG00000001330	ENSMYVT00000002107	ENSMYVP00000001951	GO:0008237
ENSMYVG00000001330	ENSMYVT00000002107	ENSMYVP00000001951	GO:0008270
ENSMYVG00000001331	ENSMYVT00000002105	ENSMYVP00000001949	GO:0006629
ENSMYVG00000001331	ENSMYVT00000002105	ENSMYVP00000001949	GO:0016788
ENSMYVG00000001332	ENSMYVT00000002108	ENSMYVP00000001953	GO:0000786
ENSMYVG00000001332	ENSMYVT00000002108	ENSMYVP00000001953	GO:0003677
ENSMYVG00000001332	ENSMYVT00000002108	ENSMYVP00000001953	GO:0030527
ENSMYVG00000001332	ENSMYVT00000002108	ENSMYVP00000001953	GO:0046982
ENSMYVG00000001332	ENSMYVT00000002108	ENSMYVP00000001953	UPI00000007B0
ENSMYVG00000001334			HGNC:9282
ENSMYVG00000001334	ENSMYVT00000002110	ENSMYVP00000001954	GO:0016787
ENSMYVG00000001335			HGNC:20485
ENSMYVG00000001336	ENSMYVT00000002114	ENSMYVP00000001958	GO:0003676
ENSMYVG00000001336	ENSMYVT00000002114	ENSMYVP00000001958	GO:0003723
ENSMYVG00000001336	ENSMYVT00000002114	ENSMYVP00000001958	GO:0005515
ENSMYVG00000001336	ENSMYVT00000002114	ENSMYVP00000001958	GO:0006396
ENSMYVG00000001338			ZDB-GENE-070705-456
ENSMYVG00000001339	ENSMYVT00000002116	ENSMYVP00000001959	GO:0005524
ENSMYVG00000001339	ENSMYVT00000002116	ENSMYVP00000001959	GO:0007018
ENSMYVG00000001339	ENSMYVT00000002116	ENSMYVP00000001959	GO:0008569
